text,url,manifestolabel_human
"Die soziale Mobilität in Deutschland ist mit am geringsten unter Industrieländern. Kinder aus einkommensschwachen Familien brauchen im Schnitt sechs Generationen um ein mittleres Einkommen zu erzielen.
Wichtiger Artikel @stefaniediemand
#Chancengleichheit
 https://t.co/FRl3NQxFKZ",https://twitter.com/MFratzscher/status/1310844520414752769,social justice +
"#AKK hat den Schuss nicht gehört: Nicht massive #Aufrüstung schafft Sicherheit, sondern #Abrüstung, #Entspannung, Konfliktprävention, ein Verbot von Waffenexporten in Krisengebiete und mehr Respekt für das #Völkerrecht statt US-Vasallentreue! https://t.co/2Yf0vDGsI5",https://twitter.com/SWagenknecht/status/1328681697848811522,military -
"Ich habe festgestellt, dass man mit dem Wort ""Penis"" richtig viele Follower kriegen kann.
Ich versuche es mal auf meine Art:
ROSENKOHL!

Nun kommt flink alle herbei 😁",https://twitter.com/Pitti_Zwei/status/1254447797811773440,undefined
"#Idlib braucht dringend langfristige Waffenruhe &amp; gesicherte humanitäre Zugänge, das müssen Merkel &amp; Macron #Erdogan klar machen. Putin &amp; Assad haben Krankenhäuser zerbombt, nicht auszudenken, wenn #Corona dort ankommt! Unsere Solidarität darf nicht an den Außengrenzen enden.",https://twitter.com/cem_oezdemir/status/1239949975968256000,internationalism +
"#Merkels Ausstieg aus allem und jedem hat uns schon halb ruiniert. ""Ökologische"" #Coronahilfen sollen jetzt den Marsch in den grün lackierten #Sozialismus noch forcieren. Das wird Marktwirtschaft und Wohlstand den Rest geben. Wer stürzt endlich diese Frau? https://t.co/PtOp6J9jVX",https://twitter.com/Pietbull47/status/1255858162013519877,free enterprise +
"Dass wir ""Geht halt einfach wieder einkaufen!"" als Lösung für diese Krise präsentiert bekommen, zeigt wie wenig reformierbar Kapitalismus ist. Kein Wort über Nachhaltigkeit, neue Arbeitsmodelle, Verzicht, neue Wiederverwertungsketten. Wir konsumieren, also sind wir. Mehr nicht.",https://twitter.com/pickinese/status/1264811773435219969,marxist analysis +
"Auf Platz 1 der Gründe, weshalb ich es unterlassen würde #Steuerhinterziehung zu begehen: Die Durchsuchungen finden vor 6 Uhr morgens statt!",https://twitter.com/ambrosianuss/status/1313844968453271552,undefined
"Die Kinder sind beschäftigt. Der Mann schaut mir tief in die Augen. Ich verstehe. Nicke zustimmend. Vorfreudig. Er grinst, nimmt mich bei der Hand und führt mich ins Schlafzimmer. Dann haben wir es getan. 1.5 Stunden Mittagsschlaf.",https://twitter.com/mamigration/status/1234153619827679233,undefined
"Eine Kette, stark genug, um den Kapitalismus an sie zu legen, könnte nur der Kapitalismus hervorbringen. Im Sozialismus wäre sie vor der Tat verrostet und ginge entzwei.",https://twitter.com/DrKissler/status/1297229867210149892,free enterprise +
"Die #AHAFormel ist das beste Mittel, um das Virus zu stoppen. Aber auch die Nutzung der #Corona-Warn-App und regelmäßiges Lüften hilft, das Virus einzudämmen. Darum erweitern wir die Formel um AHA+A(pp) und AHA+L(üften), so @jensspahn heute. https://t.co/MDAAWCk1HF",https://twitter.com/BMG_Bund/status/1311388605760393217,undefined
"Sie denkt schon weiter. Wenn AfD, @CDU u @FDP erstmal weg sind geht es an d (heute noch) „Halbrechten“ @spd u @Die_Gruenen (dann Vollrechten). Alles rechts von „die Linke“ eben. Aber @spd und @Die_Gruenen sehen immer den „lieben Bodo“. https://twitter.com/Hallaschka_HH/status/1235271912944783360/video/",https://twitter.com/Gert_Woellmann/status/1235472784077148161,political authority +
"Im Bundestag debattieren wir zum Gedenken an den Aufstand des #17Juni1953. Die Rednerin der @spdbt, Katrin Budde, nennt den Tag den Anfang vom Widerstand gegen das SED-Regime, ein Aufstand der Arbeiterklasse für Freiheit und Demokratie.
https://t.co/LO4fgYXb1u",https://twitter.com/EskenSaskia/status/1273247836151451648,democracy +
"»Frieda, du kannst die Hand vom Schaltknauf nehmen. DER BLEIBT HART!«

Ich hasse Beifahrer.",https://twitter.com/dietantefrieda/status/1282715526515621889,undefined
"Wir wollen die schrittweise und koordinierte Wiederherstellung der Freizügigkeit in Europa. Das ist Voraussetzung für die Aufhebung der Reisewarnung und für kontrollierten europäischen Tourismus.
Hier unsere gemeinsame Erklärung mit 🇨🇾🇸🇮🇵🇹🇮🇹🇪🇸🇬🇷🇦🇹🇭🇷🇲🇹🇧🇬. https://t.co/elsCDhrYoC",https://twitter.com/HeikoMaas/status/1262407421848420353,europe +
"UNGLAUBLICH ‼️‼️‼️
Wer als Tourist in @Duesseldorf aus dem Zug steigt 
sieht seit Wochen das hier !!!
@OB_ThomasGeisel was haben SIE aus dieser schönen Stadt gemacht...😤🤢😡
Pfui Deibel 🤮
Foto = Düsseldorf, Josefstraße 
Vielen Dank für das zugesendete Foto 👍 https://t.co/yxWNJbp085",https://twitter.com/schweizok2/status/1236547674842808320,political authority +
"Nicht gut: Statt aus der Corona Situation zu lernen + in Zukunft das Kindeswohl „vorrangig"" zu berücksichtigen, will die Groko nun Minimal-Kompromiss bei #Kinderrechte |n im #Grundgesetz. #UN-Kinderrechtskonvention + 🇪🇺Grundrechte-Charta müssten  Maßstab sein!

#BuildBackBetter https://t.co/U65DeAbJ99",https://twitter.com/ABaerbock/status/1348745066769215493,freedom/human rights +
"Gib mir die Hand,
ich werd #Covidiot genannt.
Irgendwie, irgendwo, irgendwann.
Die Zeit ist reif,
für ein bißchen Dämlichkeit.
Alu hier, Hütchen da, das war's dann.
#Nena",https://twitter.com/Astariel_/status/1316407169965789184,welfare +
@RegSprecher Sie meinen die Stasi App zur Überwachung der Bevölkerung? Gelernt ist wohl gelernt?,https://twitter.com/AfDLindemann/status/1272762442091814912,freedom/human rights +
"Hier in Tulsa wollte #Trump zur Stunde seine „Great American Comeback“ Wahlkampagne starten. Rede wurde abgesagt. Kein Wunder, ist ja auch niemand da. Halle nebenan auch nur mäßig besucht. #TulsaTrumpRally 🇺🇸 @welt https://t.co/jHeNXxFmye",https://twitter.com/SturmDaniel/status/1274477319730667527,political authority +
#Demokratie ist nicht gleich Demokratie. In verschiedenen Staaten ist sie auf unterschiedlichste Art ausgestaltet. So ist auch ein mehr und ein weniger an Demokratie möglich. Schonmal darüber nachgedacht ob unsere Demokratie anders besser wäre? Was sollte man ändern und warum?,https://twitter.com/shore2021/status/1273882188522622976,democracy +
Man wacht auf... und #Merkel ist noch immer Kanzler. Ein nicht endender Alptraum für unser Land.,https://twitter.com/lawyerberlin/status/1227472351429877761,political authority +
"„Mach was mit Politik“, haben sie gesagt.. „Da gibt’s immer gutes Essen“, haben sie gesagt.. Berlin, was ist aus dir geworden? – at BITKOM e.V.",https://twitter.com/fsacksofsky/status/1222944796408414209,undefined
"Hatte gerade eine Begegnung der 3. Art. Vor der radiologischen Praxis saß eine Frau, die Patienten mit erhobenen Händen entstörte. Sie brabbelte dann noch irgendeinen Zauberspruch und setzte sich wieder. Kein Scherz, in was für einer Welt leben wir eigentlich?",https://twitter.com/GDhring/status/1278614550678552576,undefined
Social-Media-Leiter der Bundeswehr sympathisiert mit Rechten #Bundeswehr #SocialMedia #Panorama,https://twitter.com/tagesschau/status/1286213845183336450,national way of life -
"Seit Monaten sind binationale Paare auf Grund der Corona-Pandemie getrennt. In einem fraktionsübergreifenden Aufruf fordern wir das @BMI_Bund auf, die Einreise von Lebenspartner*innen mit negativem Testergebnis zu erlauben-denn #LoveIsNotTourism #LoveIsEssential @GrueneBundestag https://t.co/CyYRYdyPqr",https://twitter.com/margit_stumpp/status/1286230049822310400,welfare -
"Das Blöde an der Demokratie ist leider auch, dass alle Blöden der Welt ihre blöde Meinung sagen dürfen.... https://t.co/I6UK0ROGhf",https://twitter.com/LisaFitz2020/status/1290176413987831809,undefined
"Und seit eben hat Ungarn auf unbestimmte Zeit das Parlament außer Kraft gesetzt und Orban ist Diktator. 

Das wäre nicht möglich gewesen ohne die starke Unterstützung von @CDU und @CSU im letzten Jahrzehnt.

Schönen Montag noch! https://t.co/QC8RhaFabx",https://twitter.com/nicosemsrott/status/1244618622775037958,europe +
"Die Polizei, die Bundeswehr &amp; der Förster - anonsten braucht kein Mensch in Deutschland 2020 eine Knarre. Einsammeln, den Schrott.",https://twitter.com/nminkmar/status/1230892301926293504,market regulation +
"Hier 👇 blamiert sich ein #Trump-Anhänger bei @CNN . Achtet auf den Gesichtsausdruck als erfährt: Amtseide d. #USA 🇺🇸 werden auf das Buch der eigenen Wahl getätigt: Darunter waren bereits verschiedenste Bibeln, die US-Constitution (Verfassung), Koran u.a. https://t.co/SZ3M5YHDc1",https://twitter.com/BlumeEvolution/status/1324343511282573313,multiculturalism +
"Ich finde: Jeder, der Migranten aufnehmen will, soll dies tun dürfen - aber auf eigene Kosten und auf eigene Verantwortung, auch für Integration und Folgekosten. https://t.co/YoqznhYGTP",https://twitter.com/alex_baur/status/1304342225137160192,welfare -
"Herr @jensspahn erklärt die „nationale Lage"", Herr @MP_Haseloff warnt vor der „größten gesundheitlichen Herausforderung seit Bestehen des Landes. Wir sind jetzt alle füreinander verantwortlich."" Die Kanzlerin: „Das Virus ist inzwischen auch in unserem Land."" (9.3.2020)",https://twitter.com/DrKissler/status/1237392881368698887,social harmony +
"Tolles Interview mit R.Würth: Flammendes Plädoyer für EU und #Corona-Bonds! ""Wenn wir weiter in Frieden und Freiheit in Europa leben wollen, [..]können wir doch auch für die Schulden von Italien oder anderen [..]haften"" @SDullien @GeorgFeigl @AndrewWattEU 
https://t.co/hamtgiu9OA",https://twitter.com/AchimTruger/status/1248123561597943808,europe +
"Nein zu #§ 28a #Infektionsschutzgesetz 

Maßnahmen, die #Grundrechte derart einschneiden, dürfen nicht so schnell „durchgepeitscht“ werden.

Wurde Art. 80 Abs.1 GG hinreichend beachtet?  Wesentliche Entscheidungen hat das Parlament zu treffen. 

#Corona #coronavirus #COVID19 #GG",https://twitter.com/DrPuerner/status/1328832485774553088,democracy +
"In Zeiten von Corona ist die Stimmung so aufgeheizt, dass selbst der tragische Tod einer 13-Jährigen instrumentalisiert wird, die in einem Schulbus umfiel und starb. Eine Zeitung nutzt die Tragödie sogar für eine politische Breitseite auf Corona-Kritiker. https://t.co/Y0sN94xzvB",https://twitter.com/reitschuster/status/1304336378784743424,freedom/human rights +
Ich bleibe bei meiner Position FÜR ein #Tempolimit von 130 km/h auf deutschen Autobahnen. Im Verkehrssektor gibt es beim #Klimaschutz den größten Handlungsbedarf – und ein solches Tempolimit ist auch in der Gesellschaft mehrheitsfähig. https://t.co/nc42eozZV6,https://twitter.com/SvenjaSchulze68/status/1233344297648508928,environmentalism +
"Ready for take off! Die Technische Universität #Nürnberg kommt. Der Landtag hat unserer Idee heute zugestimmt. Gründung ist am 1. Januar 2021. Bayern setzt damit in Nürnberg ein weiteres Ausrufezeichen für moderne Forschung: interdisziplinär, digital und international.",https://twitter.com/Markus_Soeder/status/1336689814142410754,education +
"Nach Leipziger Demo: Schluss mit der Hetze gegen friedliche Kritiker der Corona-Politik!

Wir brauchen jetzt mehr Freiheit und eindeutig weniger Geschwätz von totalitären Antifa-Groupies wie Saskia Esken. #AfD #Grundrechte https://t.co/A78TArmwqJ",https://twitter.com/Leif_Erik_Holm/status/1325806176395812864,freedom/human rights +
Versorgung der stundenlangen Schlangen mit Xondwiches,https://twitter.com/kesseltv/status/1244562935210532864,free enterprise +
"Eine #Mobilitätsprämie, die nachhaltige &amp; moderne #Mobilität fördert, wäre umweltverträglich und sozial gerecht. Arbeitsplätze der #Automobilindustrie können und sollten wir dadurch fördern, dass wir die Transformation zu klimafreundlicher Mobilität voranbringen. #nachhaltigmobil https://t.co/j7r7iZWV9T",https://twitter.com/WinneHermann/status/1258018946890039297,infrastructure +
"Hallo liebe Mitstreiter. Wir haben einen neuen Patrioten in unseren Reihen. @Alwin86776503. Ich kenne ihn, er gehört zu uns und ich lege jederzeit meine Hand für ihn ins Feuer. Er braucht mal eine Anfangsstarthilfe. Sind einige von euch bereit?",https://twitter.com/ErnstAu39505869/status/1284118858165518336,national way of life +
"#Zivilisation und #Klimawandel: Planetarer Kollaps am wahrscheinlichsten, wenn keine #Energiewende stattfindet - Umdenken als Zivilisationstest im Universum (Artikel von 2018, aber natürlich immer noch aktuell).",https://twitter.com/solarpapst/status/1225051008759476227,environmentalism +
"Und vielleicht halten wir unsere Emissionen so, dass die Erde auch in 50 Jahren für Menschen noch gemütlich bewohnbar bleibt?",https://twitter.com/Afelia/status/1226506514472546304,environmentalism +
"„Jahrzehntelang wurden #Pflegekinder in Berlin an Sexualstraftäter gegeben. Jetzt bestätigt ein Gutachten: Es hat viele Täter und Mitwisser gegeben – in Jugendämtern, Verwaltung, der Freien Universität und dem Max-Planck-Institut.“
#kentler #sexuelleGewalt https://t.co/FaCpP9AGgl",https://twitter.com/SabineMaur/status/1272568780477038596,social justice +
"Schüler*innen dürfen in #NRW laut #Bildungssicherungsgesetz (17.000 Punkte bei Scrabble!) jetzt auf Wunsch (!) „Verbesserungsprüfungen“ in ALLEN (!) Fächern am Schuljahresende machen... 😐

*Deckelgeräusch der Büchse der Pandora*
#Twitterlehrerzimmer",https://twitter.com/laberfach/status/1260231066180366341,education +
"In den #USA wird unfassbarer Hass auf #China geschürt, und zwar offen im TV.
Ein Beispiel im Video.
Allein vom Anschauen wird Einem schon widerlich.
Aussage in etwa:
„China ist schuld! China infiziert die Welt absichtlich! Wir werden China bestrafen! Wir sind frei und großartig!"" https://t.co/K0ggenG0br",https://twitter.com/NikGerassimow/status/1252575906822004739,national way of life -
"Den Anschlag auf das Wahlkreisbüro des SPD-Bundestagsabgeordneten Helge Lindh nahm SPD-Chefin Esken zum Anlass, von „rechter Gewalt“ zu schwadronieren. Dumm bloß: Hinter der Aktion steckten linke Täter.

https://t.co/zuLeibfZGP",https://twitter.com/Eddie_1412/status/1251500383270252545,undefined
"In der Bundesregierung wächst die Sorge vor einer Vereinnahmung der #CoronaProteste durch Rechtsextreme. Horst Seehofer will verhindern, dass sie dort „den Ton setzen“, berichtet @_freidel. https://t.co/ntOzAfqGZu",https://twitter.com/faznet/status/1261931715569860608,democracy +
Sensation #Thüringen endlich #ramelow weg #rechtsrockt @GeorgMaier8 tschüss keiner vermisst dich! #afd #fdp #cdu #dielinke #spd,https://twitter.com/TommyFrenck/status/1225034163801272321,political authority +
"48:44 für Mehrheiten links der Union. DIE LINKE ist bereit, die Chance für einen radikalen Politikwechsel zu nutzen: für eine gute Rente, bezahlbares Wohnen und Investitionen in Bildung und den ökologischen Wandel. @MiKellner und @larsklingbeil, ihr auch? 
https://t.co/otG2z0fjmu",https://twitter.com/JoergSchindler/status/1228663806236205057,welfare +
"Wenn der #Staat in der Krise das unternehmerische #Risiko trägt, kann er auch in guten Zeiten die Gewinne tragen.",https://twitter.com/b_riexinger/status/1255042307818237953,controlled economy +
Es entstehen keine Kunstwerke mehr.,https://twitter.com/NorbertBolz/status/1288352507106918402,culture +
Diese Position teilt die #Stadtbibliothek #Tempelhof #Schöneberg uneingeschränkt und macht mit. #ichbinhier #bollwerk #Demokratie,https://twitter.com/benoitgadogado/status/1237453560989827073,democracy +
"Jene Namen und Gesichter, die nie in Vergessenheit geraten sollen, sind jene der Opfer.
Etwa Nedzip Vrenezi, 1999 geboren. Er hat Fußball geliebt. Hat seit 2010 beim FC Bisamberg gekickt.
Ruhe in Frieden Nedzip.
Wir vergessen dich nicht.
#Wien https://t.co/mzqXKC4kxp",https://twitter.com/DerRami_/status/1323692712709816322,national way of life -
"Seit gestern ist ein neuer, kürzerer #ICE4 auf der Schiene unterwegs und ab Mitte 2021 kommt die XXL-Version dazu! 😍 #Fahrplanwechsel https://t.co/JJFUdY2YN6",https://twitter.com/DB_Bahn/status/1338514082865979393,infrastructure +
"Schreiben und sie war so legit 2 Wochen davor mit so nem Typen zusammen gekommen, dann war sie jetzt über ein Jahr mit dem Typen zusammen und letzten Sommer schreibt mir ein Kumpel ey die ist wieder Single ich slide in ihre dms dann wir sehen uns bei so ner Party unterhalten uns",https://twitter.com/bonvivantbiatch/status/1227574745031467008,undefined
"Schüler werden nun gebeten, zukünftig mit Winterjacken ins Klassenzimmer zu kommen, damit man alle 20 Minuten auch bei 
Kälte wegen Corona lüften kann.
Vielleicht sollte man im Bundestag auch mal lüften, so eine Politik kann eigentlich nur durch Sauerstoffmangel entstehen.",https://twitter.com/nikitheblogger/status/1315594342434734083,political authority +
"Inzw. hat sich die @polizeiberlin zu dem Zwischenfall mit der jungen Dame, die ein #Grundgesetz in der Hand hielt &amp; auf #Polizei-Anweisung wegstecken sollte, geäußert. Kein Einlenken,keine Entschuldigung. Nix. Fazit: Mit GG in der Hand kannst du in #Berlin u.U.verhaftet werden.😡 https://t.co/KPz2Za8CDi",https://twitter.com/MalteKaufmann/status/1258355008996859910,freedom/human rights +
"Gastkommentar von Nico Lumma: Schule ist in Deutschland egal „Wir brauchen in der Bildung in Deutschland einen Neustart, das wird jetzt hoffentlich allen deutlich.“ ",https://twitter.com/seni_bl/status/1260974944613289987,education +
Die Industrie ist das Rückgrat unseres Wohlstands. Sie bleibt es nur mit Zukunftsinvestitionen. Nutzen wir die Chance des europ. #GreenDeal. Die Märkte der Zukunft sind klimaneutral. Spreche darüber gleich @handelsblatt Industrie-Gipfel neben @peteraltmaier @GrosseEntrupVCI uvm.,https://twitter.com/ABaerbock/status/1338768285849034753,environmentalism +
"Wir sprechen in Deutschland über einen Virus, mit dem sich 0,3% der Bevölkerung infiziert haben und das bei aktuell ca. 0,03% aktiven Fällen. Maß und Mitte war selten notwendiger.",https://twitter.com/Panthea2019/status/1314608569304715266,welfare -
"Wünsche euch allen einen guten Morgen 🍀 einen wunderschönen Montag und einen guten Start in die Neue Woche 💋
Bei mir is der Sturm sehr stark, es heulen sie 🔊 und der Strom ist weg.Denke mal das ich mich längere Zeit nicht melden kann, weil mein Akku schwach ist 🙏🙏🙏 https://t.co/s1iHoySAnr",https://twitter.com/kambambum/status/1226760461695246337,undefined
"Bürokratie ist, wenn Du im Dezember 2019 (!) ein Projekt beantragst, das die Abtötung von Coronaviren in der Luft beinhaltet, dann eine Seuche durch Coronaviren kommt, die den Partner für 2 Monate in die Insolvenz zwingt, und das das Projekt - trotz Sanierung - ultimativ kippt.",https://twitter.com/ChristinaHolzel/status/1302963639322914822,gov-admin efficiency +
"Erster Todesfall durch  Corona in der (entfernten) Familie 🖤 er hinterlässt drei erwachsene Kinder und fünf Enkelkinder. Er wurde auf seinem Grundstück im Freien und Grünen bestattet 🕯️ein Gedenkschild ziert nun den alten Baum der für ihn weiter lebt.

RIP Oupa",https://twitter.com/coughsyrupEU/status/1316681477460037638,undefined
Die Belästigungen von Abgeordneten im Bundestag sind weiterhin ein Thema. Im Parlament fand dazu heute eine Aktuelle Stunde statt - mit deutlicher Kritik an der AfD https://t.co/od72MdTB7I,https://twitter.com/ZDFheute/status/1329745806161743873,social justice +
"Aber Hauptsache unsere Regierung,Frau Merkel weis wovon sie reden und was sie tun! Wie schätzte nochmal unser Banker Herr Spahn und Herr Wieler vom RKI die Gefahr für Corona noch Anfang Februar für Deutschland ein? Zum Kotzen !!!",https://twitter.com/MatthiasGrimm7/status/1247957656205234176,political authority +
"Die Polizei Mannheim richtet wegen der Schmähungen gegen Dietmar Hopp - den Mehrheitseigner des Fußball-Bundesligisten @tsghoffenheim - eine Ermittlungsgruppe ein. Zuletzt waren zwei Bundesligaspiele wegen Anfeindungen unterbrochen worden. @DFB

https://t.co/urDnETDEx4",https://twitter.com/DLFNachrichten/status/1234112424636243970,undefined
Vizekanzler @WKogler meint im #zib2 Interview mit @ArminWolf ein Einkommen von 1.800 Euro netto würde zu den niedrigen Einkommen zählen. Lt. Statistik Austria lag das NettoMedianEinkommen 2018 bei  2.037 Euro. Männer 2.326 Euro) Frauen 1.678 Euro.,https://twitter.com/SonjaAblinger/status/1272987044285997058,labour +
"Es sind keine #Covidioten. Der Begriff verharmlost die Ziele der Drahtzieher. Es ist eine Querfront, die unsere Demokratie verachtet, mit Fake News eine geschlossene Gegenwelt aufbauen will (Stichwort:Lügenpresse) um sie gegen den freiheitlichen Rechtsstaat in Stellung zu bringen",https://twitter.com/polenz_r/status/1289701285998940160,national way of life -
"Wollen wir denn endlich eine Welt voll Klimagerechtigkeit, Antirassismus, sinnvollem Einsatz der besten verfügbaren Technik, solidarischer Gestaltung der Transformation, Stopp des Artensterbens und dafür viel weniger Verschwendung? Halbe Arbeit, halber Konsum? Jemand dabei?",https://twitter.com/HalleVerkehrt/status/1269729427539329025,anti-growth economy +
"Habe heute schon mal reingelesen. Sehr kurzweilig! Freue mich, wenn wir am Donnerstag um 20 Uhr darüber in meiner Instagram-Story sprechen werden. Details folgen! @CKemfert #Energiewende #Klimaschutz",https://twitter.com/Timon_Gremmels/status/1251941735497900032,undefined
#Habeck fordert eine #Räterepublik Das steht unserem nach Krieg und sozialistischen Diktatur gewonnenen Einsicht in #ChecksAndBalances entgegen. Das KANN nicht die Position von #Bündnis90 sein! Wo bleibt sein Bekenntnis zum #Grundgesetz und zur Sozialen #Marktwirtschaft https://t.co/t0CdTqRCbb,https://twitter.com/KemmerichThL/status/1248932819377807360,freedom/human rights +
"Heute reise ich nach New York. Die großen Krisen der internationalen Politik müssen auf die Agenda des Sicherheitsrates. Auf meiner Reise beschäftigen mich vor allem die nukleare Abrüstung, Libyen und die humanitäre Lage in Syrien. #strongerUnited https://t.co/u0nU1Nk1wa",https://twitter.com/HeikoMaas/status/1232596126081089536,internationalism +
 Kinder dürfen wieder in Kitas und Grundschulen | Ab 18. Mai 2020. Auch für alle übrigen Schülerinnen und Schüler weiterführender Schulen soll ab 18. Mai ein zumindest zeitweiser Besuch ihrer Schulen möglich sein. Details gibt es im #Blog: http://www.bildung.sachsen.de/blog/index.php/2020/05/08/kinder-duerfen-wieder-in-kitas-und-grundschulen/. #CoronaSN,https://twitter.com/Bildung_Sachsen/status/1258713254966124545,education +
Wunderbarer #Natur #Spaziergang in der #LüneburgerHeide im #Mai,https://twitter.com/Seelenlicht2/status/1259914184311128064,undefined
"Sonntagsfrage zur Bundestagswahl • Kantar (früher: Emnid)/BamS: CDU/CSU 40 % | SPD 16 % | GRÜNE 15 % | AfD 9 % | FDP 8 % | DIE LINKE 7 % | Sonstige 5 %
➤ Übersicht: ➤ Verlauf: https://t.co/vHNVyAdlgQ",https://twitter.com/Wahlrecht_de/status/1266840822550593536,democracy +
"Wenn Eltern bessere Schulbildung wollen, würde niemand fordern, dass Kinder doch zu Hause unterrichten sollen.
Aber wenn man Aufnahme von Geflüchteten fordert, sollen sie alle selbst aufnehmen.
Menschenwürde ist keine Privatsache, sondern das Fundament unserer Demokratie. #Moria",https://twitter.com/ErikMarquardt/status/1304864161990619136,national way of life -
"Leute, ich sag's ungern, aber wer ""die Welt verändern"" will, zum Guten, selbstverständlich, der muss demokratische Mehrheiten für seine Veränderung gewinnen - oder die Demokratie abschaffen. Aber dann ist es nicht mehr gut.",https://twitter.com/peterunfried/status/1336739684249194496,democracy +
"„Wer verschont wurde, während man die Seinigen gemordet hat, kann mit sich und der Welt keinen Frieden machen.“

Marcel Reich-Ranicki, der heute vor sieben Jahren starb. https://t.co/BiNqk2O8mv",https://twitter.com/Peine01/status/1306821513165844480,undefined
"In Deutschland wird die eigene Kultur politisch und medial systematisch verachtet und zerstört.
Dass Migranten sich nicht integrieren, ist also nur logisch. Wie sollen sie Deutschland lieben lernen, wenn es hier selbst kaum jemand tut?",https://twitter.com/nikitheblogger/status/1279462370855792640,national way of life +
Die #Coronakrise wird auch die deutsche EU-#Ratspräsidentschaft ab Juli maßgeblich bestimmen. Europa-Staatsminister @MiRo_SPD über ein Ende der #Grenzkontrollen und Solidarität in Europa https://www.vorwaerts.de/artikel/eu-corona-haette-mir-mehr-sichtbare-zeichen-solidaritaet-gewuenscht,https://twitter.com/vorwaerts/status/1260138116532273153,europe +
"Der Bundeshaushalt gibt es schon heute her, in Infrastruktur oder die Netze zu investieren. Steuererhöhungen wären Gift für die Konjunktur und unsere Unternehmen. Es geht darum, dass wir die richtigen Prioritäten setzen. (tm) #AnneWill #Merz #ARDThemenwoche",https://twitter.com/_FriedrichMerz/status/1328087043285671941,infrastructure +
"Auch gut:
Unsere Auszubildenden haben im Moment keine Berufsschule, kommen aber zur Arbeit und hocken dann in der Mittagspause mit 10 Mann auf 30 cm Abstand aufeinander.

Wenn ich sie jetzt mit dem Hochdruck-Wasserschlauch auseinandertreibe, zählt das als Gesundheitsfürsorge?",https://twitter.com/Gedankenbalsam/status/1252182810401570817,gov-admin efficiency +
"Wenn wir eines gelernt haben aus der Geschichte--nicht nur aus der deutschen; schauen wir nach Ungarn, Polen, die Philippinen, Russland--dann doch dies: demokratisch gewählt sein heißt nicht, demokratisch zu regieren. Diese beiden Aspekte sind voneinander völlig unabhängig. https://t.co/YRnpGtZLhZ",https://twitter.com/mlewandowsky/status/1325832015871094784,democracy +
"Denke an all die Kleinunternehmer und Selbstständigen (auch die vielen Künstler), die jetzt durch Absagen in nullkommanix in einer Existenzkrise sein werden.
Die Politik muss jetzt klarmachen, dass Mut zur Selbstständigkeit nicht „bestraft“ wird. #Solidarität #Coronavirus",https://twitter.com/HollsteinM/status/1238066875747184641,welfare +
"Heute ist Tag der Organspende. 
Mein Ausweis liegt jeden Tag in meinem Portemonnaie. 

Ich hoffe:
*ich selbst / meine Lieben werden nie eine Organspende brauchen, aber falls, wäre ich sehr froh, wenn andere die gleiche Einstellung hatten. 

*ich eventuell Leben retten kann.",https://twitter.com/MrsMarryPoppins/status/1269160209282404352,undefined
Der Profit im Gesundheitswesen muss aufhören! Gute Arbeitsbedingungen und Entlohnung! Keine Privatisierung mehr! Dann finden sich genügend Menschen für diese Berufe!,https://twitter.com/UdoMaass/status/1237985881476288513,nationalization +
"Bundeskanzlerin Merkel: ""Bitte ziehen Sie alle mit! Tun Sie das, was jetzt richtig ist für unser Land!"" Eine Prise Kennedy tut gut in diesen Zeiten. #coronavirusdeutschland",https://twitter.com/lutzmache/status/1241767448690524160,social harmony +
"Kein Bundesland hat so viel Atommüll produziert wie Bayern Erwarte von der CSU, dass sie Rückgrat zeigt &amp; sich den Fakten nicht verweigert. Allein größtmögliche Sicherheit &amp;  wissenschaftliche Kriterien dürfen bei der Endlager-Suche den Ausschlag geben &amp; nicht politisches Kalkül",https://twitter.com/KathaSchulze/status/1310575728245854209,infrastructure +
"Sommer: Dürre, Waldbrände, verdurstende Tiere, kollabierende Menschen, sterbende Insekten, verbrannte Natur, Hitzequal und Schwitzen rund um die Uhr, Schlaflosigkeit, gesteigerte Aggression, Zusammenbrüche. Wie kann man sich auf so eine Katastrophe freuen? Ernst gemeinte Frage.",https://twitter.com/Dinkelzuffer/status/1259655655788552192,environmentalism +
"Technologische und soziale Innovationen sind nur komplementär zu verstehen, schreiben @AnkeHassel und @FelixSieker heute im Gastkommentar im @handelsblatt",https://twitter.com/hightech_forum/status/1224231089637666816,infrastructure +
Ich komm zu deiner Schrottwichtelparty und bringe das Bundesministerium für Verkehr und digitale Infrastruktur mit,https://twitter.com/grlndmast0r/status/1317569921346396161,infrastructure +
Das wünschen wir uns sehr von Bundeskanzlerin Angela Merkel @RegSprecher #gebärdensprache,https://twitter.com/tolmein/status/1245716341237125155,non economic groups +
"Nach der Pandemie, also irgendwann einmal, wird Umwelt- und Klimapolitik wieder mehr ins Zentrum rücken. Dann wird auch eine grüne Partei gefragt sein. Mit ganz anderen Leuten als dort jetzt am Ruder sind. @Gruene_Austria von heute sind irreparabel desavouiert.",https://twitter.com/Claus_Pandi/status/1355044924555722752,environmentalism +
